2017-09-19T20:29:26.247625+00:00 app[web.1]:  2017-09-19 20:29:26,247 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@105189a]
2017-09-19T20:30:26.550338+00:00 app[web.1]:  2017-09-19 20:30:26,550 [DEBUG ] AntPathRequestMatcher - Checking match of request : '/userinfo'; against '/token'
2017-09-19T20:30:26.550397+00:00 app[web.1]:  2017-09-19 20:30:26,550 [DEBUG ] AntPathRequestMatcher - Checking match of request : '/userinfo'; against '/jwk**'
2017-09-19T20:30:26.550425+00:00 app[web.1]:  2017-09-19 20:30:26,550 [DEBUG ] AntPathRequestMatcher - Checking match of request : '/userinfo'; against '/.well-known/**'
2017-09-19T20:30:26.550464+00:00 app[web.1]:  2017-09-19 20:30:26,550 [DEBUG ] AntPathRequestMatcher - Checking match of request : '/userinfo'; against '/resources/**'
2017-09-19T20:30:26.550467+00:00 app[web.1]:  2017-09-19 20:30:26,550 [DEBUG ] AntPathRequestMatcher - Checking match of request : '/userinfo'; against '/register/**'
2017-09-19T20:30:26.550482+00:00 app[web.1]:  2017-09-19 20:30:26,550 [DEBUG ] AntPathRequestMatcher - Checking match of request : '/userinfo'; against '/resource/**'
2017-09-19T20:30:26.550483+00:00 app[web.1]:  2017-09-19 20:30:26,550 [DEBUG ] AntPathRequestMatcher - Checking match of request : '/userinfo'; against '/userinfo**'
2017-09-19T20:30:26.550552+00:00 app[web.1]:  2017-09-19 20:30:26,550 [DEBUG ] FilterChainProxy - /userinfo at position 1 of 8 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
2017-09-19T20:30:26.550605+00:00 app[web.1]:  2017-09-19 20:30:26,550 [DEBUG ] FilterChainProxy - /userinfo at position 2 of 8 in additional filter chain; firing Filter: 'CorsFilter'
2017-09-19T20:30:26.550659+00:00 app[web.1]:  2017-09-19 20:30:26,550 [DEBUG ] FilterChainProxy - /userinfo at position 3 of 8 in additional filter chain; firing Filter: 'WebAsyncManagerIntegrationFilter'
2017-09-19T20:30:26.550691+00:00 app[web.1]:  2017-09-19 20:30:26,550 [DEBUG ] FilterChainProxy - /userinfo at position 4 of 8 in additional filter chain; firing Filter: 'OAuth2AuthenticationProcessingFilter'
2017-09-19T20:30:26.554670+00:00 app[web.1]:  2017-09-19 20:30:26,554 [DEBUG ] SharedEntityManagerCreator$SharedEntityManagerInvocationHandler - Creating new EntityManager for shared EntityManager invocation
2017-09-19T20:30:26.310541+00:00 heroku[router]: at=info method=GET path="/jwk" host=sms-xconnect.herokuapp.com request_id=7793c5fd-af99-4974-a1d4-21b4c3d6a76b fwd="91.121.149.52" dyno=web.1 connect=0ms service=5ms status=200 bytes=714 protocol=https
2017-09-19T20:30:26.598321+00:00 app[web.1]:  2017-09-19 20:30:26,598 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:30:26.598693+00:00 app[web.1]:  2017-09-19 20:30:26,598 [DEBUG ] OAuth2AuthenticationProcessingFilter - Authentication success: org.springframework.security.oauth2.provider.OAuth2Authentication@cf9542e0: Principal: 1313; Credentials: [PROTECTED]; Authenticated: true; Details: remoteAddress=10.78.131.113, tokenValue=<TOKEN>; Granted Authorities: ROLE_USER
2017-09-19T20:30:26.598820+00:00 app[web.1]:  2017-09-19 20:30:26,598 [DEBUG ] FilterChainProxy - /userinfo at position 5 of 8 in additional filter chain; firing Filter: 'SecurityContextHolderAwareRequestFilter'
2017-09-19T20:30:26.598856+00:00 app[web.1]:  2017-09-19 20:30:26,598 [DEBUG ] FilterChainProxy - /userinfo at position 6 of 8 in additional filter chain; firing Filter: 'AnonymousAuthenticationFilter'
2017-09-19T20:30:26.598906+00:00 app[web.1]:  2017-09-19 20:30:26,598 [DEBUG ] AnonymousAuthenticationFilter - SecurityContextHolder not populated with anonymous token, as it already contained: 'org.springframework.security.oauth2.provider.OAuth2Authentication@cf9542e0: Principal: 1313; Credentials: [PROTECTED]; Authenticated: true; Details: remoteAddress=10.78.131.113, tokenValue=<TOKEN>; Granted Authorities: ROLE_USER'
2017-09-19T20:30:26.598908+00:00 app[web.1]:  2017-09-19 20:30:26,598 [DEBUG ] FilterChainProxy - /userinfo at position 7 of 8 in additional filter chain; firing Filter: 'ExceptionTranslationFilter'
2017-09-19T20:30:26.598925+00:00 app[web.1]:  2017-09-19 20:30:26,598 [DEBUG ] FilterChainProxy - /userinfo at position 8 of 8 in additional filter chain; firing Filter: 'FilterSecurityInterceptor'
2017-09-19T20:30:26.598973+00:00 app[web.1]:  2017-09-19 20:30:26,598 [DEBUG ] FilterSecurityInterceptor - Public object - authentication not attempted
2017-09-19T20:30:26.599188+00:00 app[web.1]:  2017-09-19 20:30:26,599 [DEBUG ] FilterChainProxy - /userinfo reached end of additional filter chain; proceeding with original chain
2017-09-19T20:30:26.599277+00:00 app[web.1]:  2017-09-19 20:30:26,599 [DEBUG ] DispatcherServlet - DispatcherServlet with name 'spring' processing GET request for [/userinfo]
2017-09-19T20:30:26.599515+00:00 app[web.1]:  2017-09-19 20:30:26,599 [DEBUG ] RequestMappingHandlerMapping - Looking up handler method for path /userinfo
2017-09-19T20:30:26.599810+00:00 app[web.1]:  2017-09-19 20:30:26,599 [DEBUG ] RequestMappingHandlerMapping - Returning handler method [public java.lang.String org.mitre.openid.connect.web.UserInfoEndpoint.getInfo(java.lang.String,java.lang.String,org.springframework.security.oauth2.provider.OAuth2Authentication,org.springframework.ui.Model)]
2017-09-19T20:30:26.599877+00:00 app[web.1]:  2017-09-19 20:30:26,599 [DEBUG ] DispatcherServlet - Last-Modified value for [/userinfo] is: -1
2017-09-19T20:30:26.600089+00:00 app[web.1]:  2017-09-19 20:30:26,600 [INFO  ] UserInfoInterceptor - Authenifcation org.springframework.security.oauth2.provider.OAuth2Authentication null ,true1313remoteAddress=10.78.131.113, tokenValue=<TOKEN>
2017-09-19T20:30:26.600154+00:00 app[web.1]:  2017-09-19 20:30:26,600 [DEBUG ] SharedEntityManagerCreator$SharedEntityManagerInvocationHandler - Creating new EntityManager for shared EntityManager invocation
2017-09-19T20:30:26.602040+00:00 app[web.1]:  2017-09-19 20:30:26,601 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:30:26.603047+00:00 app[web.1]:  2017-09-19 20:30:26,603 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.openid.connect.repository.impl.JpaUserConnectionRepository.save]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:30:26.603068+00:00 app[web.1]:  2017-09-19 20:30:26,603 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@7ed8ccd0] for JPA transaction
2017-09-19T20:30:26.603152+00:00 app[web.1]:  2017-09-19 20:30:26,603 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@65fe0a6d]
2017-09-19T20:30:26.607864+00:00 app[web.1]:  2017-09-19 20:30:26,607 [INFO  ] JpaUserConnectionRepository - Saving org.mitre.openid.connect.model.UserConnection@317705a2
2017-09-19T20:30:26.617250+00:00 app[web.1]:  2017-09-19 20:30:26,617 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:30:26.617267+00:00 app[web.1]:  2017-09-19 20:30:26,617 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@7ed8ccd0]
2017-09-19T20:30:26.619083+00:00 app[web.1]:  2017-09-19 20:30:26,619 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:30:26.619203+00:00 app[web.1]:  2017-09-19 20:30:26,619 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@7ed8ccd0] after transaction
2017-09-19T20:30:26.619205+00:00 app[web.1]:  2017-09-19 20:30:26,619 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:30:26.619350+00:00 app[web.1]:  2017-09-19 20:30:26,619 [DEBUG ] SharedEntityManagerCreator$SharedEntityManagerInvocationHandler - Creating new EntityManager for shared EntityManager invocation
2017-09-19T20:30:26.620815+00:00 app[web.1]:  2017-09-19 20:30:26,620 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:30:26.623979+00:00 app[web.1]:  2017-09-19 20:30:26,623 [DEBUG ] MethodSecurityInterceptor - Secure object: ReflectiveMethodInvocation: public java.lang.String org.mitre.openid.connect.web.UserInfoEndpoint.getInfo(java.lang.String,java.lang.String,org.springframework.security.oauth2.provider.OAuth2Authentication,org.springframework.ui.Model); target is of class [org.mitre.openid.connect.web.UserInfoEndpoint]; Attributes: [[authorize: '#oauth2.throwOnError(hasRole('ROLE_USER') and #oauth2.hasScope('openid'))', filter: 'null', filterTarget: 'null']]
2017-09-19T20:30:26.624025+00:00 app[web.1]:  2017-09-19 20:30:26,624 [DEBUG ] MethodSecurityInterceptor - Previously Authenticated: org.springframework.security.oauth2.provider.OAuth2Authentication@cf9542e0: Principal: 1313; Credentials: [PROTECTED]; Authenticated: true; Details: remoteAddress=10.78.131.113, tokenValue=<TOKEN>; Granted Authorities: ROLE_USER
2017-09-19T20:30:26.625487+00:00 app[web.1]:  2017-09-19 20:30:26,625 [DEBUG ] AffirmativeBased - Voter: org.springframework.security.access.prepost.PreInvocationAuthorizationAdviceVoter@16fbf2d4, returned: 1
2017-09-19T20:30:26.625489+00:00 app[web.1]:  2017-09-19 20:30:26,625 [DEBUG ] MethodSecurityInterceptor - Authorization successful
2017-09-19T20:30:26.625492+00:00 app[web.1]:  2017-09-19 20:30:26,625 [DEBUG ] MethodSecurityInterceptor - RunAsManager did not change Authentication object
2017-09-19T20:30:26.629780+00:00 app[web.1]:  2017-09-19 20:30:26,629 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaOAuth2ClientRepository.getClientByClientId]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:30:26.629822+00:00 app[web.1]:  2017-09-19 20:30:26,629 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@46236eff] for JPA transaction
2017-09-19T20:30:26.629922+00:00 app[web.1]:  2017-09-19 20:30:26,629 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@ab6004c]
2017-09-19T20:30:26.641010+00:00 app[web.1]:  2017-09-19 20:30:26,640 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:30:26.641016+00:00 app[web.1]:  2017-09-19 20:30:26,640 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@46236eff]
2017-09-19T20:30:26.642457+00:00 app[web.1]:  2017-09-19 20:30:26,642 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:30:26.642545+00:00 app[web.1]:  2017-09-19 20:30:26,642 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@46236eff] after transaction
2017-09-19T20:30:26.642548+00:00 app[web.1]:  2017-09-19 20:30:26,642 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:30:26.642623+00:00 app[web.1]:  2017-09-19 20:30:26,642 [DEBUG ] SharedEntityManagerCreator$SharedEntityManagerInvocationHandler - Creating new EntityManager for shared EntityManager invocation
2017-09-19T20:30:26.644263+00:00 app[web.1]:  2017-09-19 20:30:26,644 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:30:26.644565+00:00 app[web.1]:  2017-09-19 20:30:26,644 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaOAuth2ClientRepository.getClientByClientId]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:30:26.644628+00:00 app[web.1]:  2017-09-19 20:30:26,644 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@78209cea] for JPA transaction
2017-09-19T20:30:26.644717+00:00 app[web.1]:  2017-09-19 20:30:26,644 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@3e8b9e5f]
2017-09-19T20:30:26.655908+00:00 app[web.1]:  2017-09-19 20:30:26,655 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:30:26.655931+00:00 app[web.1]:  2017-09-19 20:30:26,655 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@78209cea]
2017-09-19T20:30:26.656959+00:00 app[web.1]:  2017-09-19 20:30:26,656 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:30:26.657127+00:00 app[web.1]:  2017-09-19 20:30:26,657 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@78209cea] after transaction
2017-09-19T20:30:26.657165+00:00 app[web.1]:  2017-09-19 20:30:26,657 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:30:26.657593+00:00 app[web.1]:  2017-09-19 20:30:26,657 [DEBUG ] DispatcherServlet - Rendering view [org.mitre.openid.connect.view.UserInfoView: name 'userInfoView'] in DispatcherServlet with name 'spring'
2017-09-19T20:30:26.658059+00:00 app[web.1]:  2017-09-19 20:30:26,658 [DEBUG ] DispatcherServlet - Successfully completed request
2017-09-19T20:30:26.658129+00:00 app[web.1]:  2017-09-19 20:30:26,658 [DEBUG ] ExceptionTranslationFilter - Chain processed normally
2017-09-19T20:30:26.658171+00:00 app[web.1]:  2017-09-19 20:30:26,658 [DEBUG ] SecurityContextPersistenceFilter - SecurityContextHolder now cleared, as request processing completed
2017-09-19T20:30:26.661943+00:00 heroku[router]: at=info method=GET path="/userinfo" host=sms-xconnect.herokuapp.com request_id=32766d5c-6558-423c-9c09-9f30baff0563 fwd="91.121.149.52" dyno=web.1 connect=0ms service=110ms status=200 bytes=415 protocol=https
2017-09-19T20:30:46.408455+00:00 app[web.1]:  2017-09-19 20:30:46,407 [DEBUG ] HikariPool - Before cleanup	pool HikariPool-0 stats (total=10, active=0, idle=10, waiting=0)
2017-09-19T20:30:46.409295+00:00 app[web.1]:  2017-09-19 20:30:46,409 [DEBUG ] HikariPool - After cleanup	pool HikariPool-0 stats (total=10, active=0, idle=10, waiting=0)
2017-09-19T20:30:52.108368+00:00 app[web.1]:  2017-09-19 20:30:52,108 [DEBUG ] AntPathRequestMatcher - Checking match of request : '/.well-known/openid-configuration'; against '/token'
2017-09-19T20:30:52.108411+00:00 app[web.1]:  2017-09-19 20:30:52,108 [DEBUG ] AntPathRequestMatcher - Checking match of request : '/.well-known/openid-configuration'; against '/jwk**'
2017-09-19T20:30:52.108413+00:00 app[web.1]:  2017-09-19 20:30:52,108 [DEBUG ] AntPathRequestMatcher - Checking match of request : '/.well-known/openid-configuration'; against '/.well-known/**'
2017-09-19T20:30:52.108489+00:00 app[web.1]:  2017-09-19 20:30:52,108 [DEBUG ] FilterChainProxy - /.well-known/openid-configuration at position 1 of 7 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
2017-09-19T20:30:52.108544+00:00 app[web.1]:  2017-09-19 20:30:52,108 [DEBUG ] FilterChainProxy - /.well-known/openid-configuration at position 2 of 7 in additional filter chain; firing Filter: 'CorsFilter'
2017-09-19T20:30:52.108635+00:00 app[web.1]:  2017-09-19 20:30:52,108 [DEBUG ] FilterChainProxy - /.well-known/openid-configuration at position 3 of 7 in additional filter chain; firing Filter: 'WebAsyncManagerIntegrationFilter'
2017-09-19T20:30:52.108679+00:00 app[web.1]:  2017-09-19 20:30:52,108 [DEBUG ] FilterChainProxy - /.well-known/openid-configuration at position 4 of 7 in additional filter chain; firing Filter: 'SecurityContextHolderAwareRequestFilter'
2017-09-19T20:30:52.108698+00:00 app[web.1]:  2017-09-19 20:30:52,108 [DEBUG ] FilterChainProxy - /.well-known/openid-configuration at position 5 of 7 in additional filter chain; firing Filter: 'AnonymousAuthenticationFilter'
2017-09-19T20:30:52.108783+00:00 app[web.1]:  2017-09-19 20:30:52,108 [DEBUG ] AnonymousAuthenticationFilter - Populated SecurityContextHolder with anonymous token: 'org.springframework.security.authentication.AnonymousAuthenticationToken@6faad796: Principal: anonymousUser; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@ffffa64e: RemoteIpAddress: 10.10.132.21; SessionId: null; Granted Authorities: ROLE_ANONYMOUS'
2017-09-19T20:30:52.108786+00:00 app[web.1]:  2017-09-19 20:30:52,108 [DEBUG ] FilterChainProxy - /.well-known/openid-configuration at position 6 of 7 in additional filter chain; firing Filter: 'ExceptionTranslationFilter'
2017-09-19T20:30:52.108819+00:00 app[web.1]:  2017-09-19 20:30:52,108 [DEBUG ] FilterChainProxy - /.well-known/openid-configuration at position 7 of 7 in additional filter chain; firing Filter: 'FilterSecurityInterceptor'
2017-09-19T20:30:52.108869+00:00 app[web.1]:  2017-09-19 20:30:52,108 [DEBUG ] AntPathRequestMatcher - Checking match of request : '/.well-known/openid-configuration'; against '/.well-known/**'
2017-09-19T20:30:52.108897+00:00 app[web.1]:  2017-09-19 20:30:52,108 [DEBUG ] FilterSecurityInterceptor - Secure object: FilterInvocation: URL: /.well-known/openid-configuration; Attributes: [permitAll]
2017-09-19T20:30:52.108912+00:00 app[web.1]:  2017-09-19 20:30:52,108 [DEBUG ] FilterSecurityInterceptor - Previously Authenticated: org.springframework.security.authentication.AnonymousAuthenticationToken@6faad796: Principal: anonymousUser; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@ffffa64e: RemoteIpAddress: 10.10.132.21; SessionId: null; Granted Authorities: ROLE_ANONYMOUS
2017-09-19T20:30:52.108997+00:00 app[web.1]:  2017-09-19 20:30:52,108 [DEBUG ] AffirmativeBased - Voter: org.springframework.security.web.access.expression.WebExpressionVoter@1e38906c, returned: 1
2017-09-19T20:30:52.108998+00:00 app[web.1]:  2017-09-19 20:30:52,108 [DEBUG ] FilterSecurityInterceptor - Authorization successful
2017-09-19T20:30:52.109001+00:00 app[web.1]:  2017-09-19 20:30:52,108 [DEBUG ] FilterSecurityInterceptor - RunAsManager did not change Authentication object
2017-09-19T20:30:52.109053+00:00 app[web.1]:  2017-09-19 20:30:52,109 [DEBUG ] FilterChainProxy - /.well-known/openid-configuration reached end of additional filter chain; proceeding with original chain
2017-09-19T20:30:52.109103+00:00 app[web.1]:  2017-09-19 20:30:52,109 [DEBUG ] DispatcherServlet - DispatcherServlet with name 'spring' processing GET request for [/.well-known/openid-configuration]
2017-09-19T20:30:52.109163+00:00 app[web.1]:  2017-09-19 20:30:52,109 [DEBUG ] RequestMappingHandlerMapping - Looking up handler method for path /.well-known/openid-configuration
2017-09-19T20:30:52.109290+00:00 app[web.1]:  2017-09-19 20:30:52,109 [DEBUG ] RequestMappingHandlerMapping - Returning handler method [public java.lang.String org.mitre.discovery.web.DiscoveryEndpoint.providerConfiguration(org.springframework.ui.Model)]
2017-09-19T20:30:52.109347+00:00 app[web.1]:  2017-09-19 20:30:52,109 [DEBUG ] DispatcherServlet - Last-Modified value for [/.well-known/openid-configuration] is: -1
